,id
10341,1476051
10342,427477
10343,427478
10344,1213910
10345,1476055
10346,1476058
10347,1476065
10348,1476067
10349,296425
10350,1476074
10351,820719
10352,1476080
10353,1476079
10354,1476084
10355,1476090
10356,1476092
10357,1213951
10358,1345025
10359,558593
10360,558594
10361,1476098
10362,1476101
10363,1476107
10364,1476111
10365,1476118
10366,1345046
10367,296471
10368,165405
10369,1476126
10370,1476127
10371,1345054
10372,165409
10373,34340
10374,1345070
10375,1476142
10376,1476144
10377,1213998
10378,165424
10379,1345077
10380,1476158
10381,1214018
10382,1345090
10383,1345098
10384,1476177
10385,427614
10386,1476198
10387,1476203
10388,1476204
10389,1345133
10390,1345132
10391,1476211
10392,1476212
10393,1476217
10394,1476218
10395,1476220
10396,1476224
10397,1476226
10398,1476227
10399,1345158
10400,1476237
10401,820878
10402,1476243
10403,427668
10404,1476251
10405,165531
10406,1083047
10407,951981
10408,1345200
10409,1345204
10410,1345206
10411,1345207
10412,1476284
10413,558784
10414,1345218
10415,1476297
10416,296655
10417,1476307
10418,558803
10419,1476311
10420,1476317
10421,1476318
10422,427742
10423,1476324
10424,1476328
10425,1476329
10426,296683
10427,1345265
10428,1345266
10429,1214199
10430,1476345
10431,1476352
10432,165643
10433,34572
10434,1476365
10435,1476368
10436,1476370
10437,1476371
10438,1345300
10439,1476372
10440,1214230
10441,952093
10442,952095
10443,689954
10444,1345315
10445,1214248
10446,1345321
10447,1476395
10448,1476403
10449,1476405
10450,1345341
10451,952127
10452,1476416
10453,1345346
10454,952130
10455,689999
10456,1476432
10457,1476442
10458,1476448
10459,1345380
10460,1476453
10461,1476455
10462,1476456
10463,1345387
10464,1345388
10465,1476462
10466,1476474
10467,1476475
10468,1345404
10469,1476479
10470,1476486
10471,1476491
10472,1476495
10473,1345424
10474,1083284
10475,1476503
10476,1345434
10477,1345435
10478,1476509
10479,1476512
10480,1476514
10481,1476518
10482,1083302
10483,1083307
10484,1476526
10485,1476528
10486,1476529
10487,1476530
10488,1476531
10489,1476532
10490,1476533
10491,165809
10492,1476535
10493,296884
10494,1476537
10495,1476539
10496,1476540
10497,1476541
10498,1345474
10499,1476546
10500,1345478
10501,1476555
10502,1214416
10503,1476561
10504,1476562
10505,1476563
10506,1476564
10507,1476568
10508,1345497
10509,1345498
10510,1214425
10511,1476574
10512,1083359
10513,1214433
10514,1476580
10515,1345511
10516,1476591
10517,1476596
10518,1345527
10519,1476604
10520,690173
10521,1476606
10522,1214463
10523,1476611
10524,1214469
10525,1476615
10526,1476616
10527,1345546
10528,296974
10529,1214478
10530,1476622
10531,1476627
10532,1476630
10533,1345558
10534,1476635
10535,1476636
10536,1345564
10537,1476639
10538,1345568
10539,1476641
10540,1345575
10541,1345577
10542,1476652
10543,1476654
10544,1476655
10545,1476656
10546,1476659
10547,1476660
10548,1476662
10549,1476667
10550,1476668
10551,1214524
10552,1476673
10553,1476675
10554,1476676
10555,1345605
10556,1083465
10557,1476681
10558,1476683
10559,1476684
10560,1083470
10561,1345615
10562,1476688
10563,1083482
10564,1476700
10565,1476701
10566,1345632
10567,1476706
10568,1476713
10569,1476715
10570,1476716
10571,1345643
10572,1476720
10573,428147
10574,34932
10575,1345653
10576,1214587
10577,1214589
10578,1214591
10579,1345666
10580,1476748
10581,297104
10582,1476753
10583,1476754
10584,297108
10585,1345688
10586,1345691
10587,34973
10588,1345694
10589,1345695
10590,1345697
10591,821410
10592,1345699
10593,1476769
10594,1345703
10595,1345706
10596,1345709
10597,1345710
10598,1476781
10599,1345712
10600,1476789
10601,1476790
10602,1345717
10603,428216
10604,1476796
10605,1476800
10606,1476801
10607,428227
10608,166094
10609,1345749
10610,1345750
10611,428248
10612,952539
10613,1476828
10614,1476833
10615,559336
10616,1476841
10617,559338
10618,1476843
10619,1476844
10620,1345770
10621,1476846
10622,559343
10623,559344
10624,166128
10625,1476852
10626,1476853
10627,1476854
10628,1345783
10629,559349
10630,1345786
10631,1476861
10632,1476865
10633,1476866
10634,1476867
10635,1214725
10636,559365
10637,1083658
10638,1214733
10639,1476879
10640,1476889
10641,1345818
10642,1476900
10643,952612
10644,559396
10645,166183
10646,1476907
10647,166199
10648,952634
10649,952635
10650,1083711
10651,952641
10652,821571
10653,952653
10654,1345874
10655,428373
10656,428377
10657,428378
10658,1345882
10659,428380
10660,1476958
10661,1476959
10662,166240
10663,559457
10664,1476964
10665,1476966
10666,1476967
10667,559463
10668,821610
10669,1476970
10670,1476975
10671,1476976
10672,1476978
10673,1476980
10674,1476981
10675,1476983
10676,1345914
10677,1476988
10678,1476996
10679,1345928
10680,1345932
10681,1477005
10682,559505
10683,166293
10684,1477020
10685,952737
10686,1345957
10687,297382
10688,1083814
10689,1345958
10690,1477037
10691,166317
10692,428465
10693,1345972
10694,1477046
10695,166329
10696,1544051
10697,1345983
10698,1477057
10699,1477062
10700,1477063
10701,1477064
10702,1083855
10703,166354
10704,559573
10705,559574
10706,1346008
10707,1346009
10708,1346015
10709,952801
10710,1477090
10711,1346018
10712,1477105
10713,166393
10714,1346049
10715,1346052
10716,1477129
10717,1346062
10718,1346065
10719,1346084
10720,1346085
10721,1477157
10722,1477156
10723,1477163
10724,690737
10725,1477171
10726,1346101
10727,297526
10728,1346103
10729,1346104
10730,1083971
10731,821829
10732,1477194
10733,1346123
10734,1215059
10735,1215060
10736,1215061
10737,1215062
10738,1215063
10739,1215064
10740,1215065
10741,1215066
10742,1215067
10743,1477212
10744,1477213
10745,1346133
10746,1477206
10747,1477207
10748,1477209
10749,1346145
10750,1346139
10751,166502
10752,1215078
10753,1477224
10754,1477226
10755,35435
10756,1215082
10757,1215085
10758,1215088
10759,1084019
10760,821877
10761,1346170
10762,952958
10763,1215104
10764,1477249
10765,1477254
10766,345719
10767,1477257
10768,1477259
10769,1477260
10770,1387783
10771,1477261
10772,1215117
10773,1215120
10774,559762
10775,1477268
10776,559767
10777,1477273
10778,952985
10779,1477277
10780,166559
10781,1477281
10782,428717
10783,1477294
10784,35512
10785,428729
10786,1346232
10787,1477304
10788,1477308
10789,1477305
10790,1477310
10791,1477312
10792,1477313
10793,1346245
10794,1346247
10795,1477322
10796,1346256
10797,1346265
10798,1477350
10799,297702
10800,953068
10801,1477358
10802,1215217
10803,1477366
10804,1477369
10805,1477371
10806,1477372
10807,1477373
10808,1477374
10809,1477376
10810,1477378
10811,1346316
10812,1215247
10813,1477392
10814,1477393
10815,1215252
10816,1477397
10817,1477399
10818,1477400
10819,428829
10820,1477409
10821,1477412
10822,1477415
10823,690985
10824,1477420
10825,1477421
10826,1346354
10827,1346357
10828,1477432
10829,1477433
10830,1477434
10831,1346364
10832,297791
10833,822080
10834,297793
10835,1477444
10836,297798
10837,1477447
10838,1477448
10839,1477449
10840,1346378
10841,1084236
10842,1215314
10843,1477458
10844,1477461
10845,297819
10846,1477471
10847,1215335
10848,166760
10849,1215341
10850,166765
10851,1477488
10852,1477490
10853,297852
10854,1477505
10855,1346434
10856,560003
10857,1477512
10858,1346441
10859,1215369
10860,1215379
10861,1477524
10862,428950
10863,1477530
10864,1215386
10865,822173
10866,1477539
10867,1477540
10868,1477551
10869,1346481
10870,1215411
10871,1346488
10872,1346493
10873,1346498
10874,1477571
10875,1477576
10876,1477578
10877,1477579
10878,297934
10879,1215443
10880,1346518
10881,1346519
10882,1477594
10883,166881
10884,1346533
10885,1477608
10886,1477610
10887,1215466
10888,1346540
10889,166890
10890,1477614
10891,1477615
10892,560112
10893,297966
10894,560111
10895,1477621
10896,1215480
10897,1477625
10898,1346554
10899,560126
10900,560127
10901,560128
10902,1477630
10903,1477638
10904,560135
10905,1346567
10906,560137
10907,560138
10908,560139
10909,1084430
10910,1477648
10911,1346587
10912,1215522
10913,1477667
10914,1477669
10915,1477670
10916,1477671
10917,1477672
10918,953385
10919,1477674
10920,1477676
10921,1477678
10922,1477680
10923,1346611
10924,1346617
10925,953404
10926,1477693
10927,953408
10928,1477700
10929,1477706
10930,166986
10931,1477708
10932,1477709
10933,1477716
10934,35929
10935,35930
10936,1477722
10937,1346653
10938,1346656
10939,167010
10940,1477743
10941,1346674
10942,953460
10943,1477749
10944,298102
10945,822391
10946,1477753
10947,429177
10948,167035
10949,1477756
10950,1477764
10951,1346693
10952,1477766
10953,1477767
10954,1477768
10955,35977
10956,1477771
10957,1477772
10958,1346699
10959,1346700
10960,1346705
10961,1477777
10962,1477780
10963,1477783
10964,1477789
10965,1477790
10966,1346723
10967,1477796
10968,1346725
10969,36011
10970,36013
10971,1346737
10972,560305
10973,1346739
10974,1084595
10975,1084596
10976,1477816
10977,1477819
10978,1477824
10979,1477829
10980,1477830
10981,1346759
10982,1477831
10983,167114
10984,1477835
10985,1346774
10986,1477854
10987,1346783
10988,1477856
10989,1346786
10990,1215714
10991,1477875
10992,298227
10993,822518
10994,1477881
10995,298233
10996,1346812
10997,429310
10998,1346819
10999,560388
11000,560392
11001,1477896
11002,691467
11003,1477904
11004,1215760
11005,691475
11006,1477920
11007,1477926
11008,1346856
11009,1346859
11010,1477934
11011,1215791
11012,691507
11013,1477942
11014,1477944
11015,1477948
11016,1477949
11017,1346877
11018,1477954
11019,1477970
11020,1477975
11021,1215832
11022,1477976
11023,1477977
11024,691545
11025,1477981
11026,560477
11027,1477985
11028,1215843
11029,1477988
11030,167273
11031,1346923
11032,1477995
11033,1346926
11034,1346927
11035,1478011
11036,429440
11037,953744
11038,1478032
11039,1478034
11040,1478035
11041,953745
11042,1478037
11043,1478040
11044,953754
11045,1478045
11046,1346974
11047,1478047
11048,429476
11049,1346983
11050,560552
11051,1478058
11052,1346988
11053,1478061
11054,560556
11055,1478063
11056,560567
11057,1347002
11058,1347005
11059,1478078
11060,560574
11061,1347009
11062,1347011
11063,1478084
11064,1478085
11065,1347013
11066,298438
11067,560587
11068,1478096
11069,36305
11070,822738
11071,1478099
11072,1478104
11073,1478108
11074,1478112
11075,167396
11076,1347045
11077,1478118
11078,298471
11079,1478119
11080,822763
11081,1478124
11082,1347053
11083,1478125
11084,1347055
11085,1478127
11086,1347065
11087,1478139
11088,1347068
11089,1347069
11090,1347070
11091,1478143
11092,1478144
11093,1478145
11094,1347071
11095,1347077
11096,1478152
11097,1478154
11098,1478156
11099,1478158
11100,1084943
11101,1478170
11102,1478174
11103,1216033
11104,1347108
11105,691752
11106,1478185
11107,1478190
11108,1478195
11109,167475
11110,1347127
11111,1478205
11112,1478208
11113,1478212
11114,1478214
11115,1347146
11116,1478218
11117,1478225
11118,1478226
11119,822869
11120,1478234
11121,1347166
11122,1347169
11123,1347171
11124,1478244
11125,1478245
11126,36454
11127,1347176
11128,298600
11129,167533
11130,1347182
11131,1347184
11132,822898
11133,1347188
11134,1347190
11135,1478265
11136,1478273
11137,1347202
11138,1347201
11139,1347204
11140,1347205
11141,36482
11142,1347207
11143,1478280
11144,1347210
11145,1478283
11146,1478299
11147,1478305
11148,1347234
11149,1478308
11150,1347238
11151,1478311
11152,1478312
11153,1478313
11154,1347241
11155,36525
11156,298673
11157,1347250
11158,1478330
11159,1478331
11160,1478332
11161,1478333
11162,1478335
11163,1216191
11164,1478339
11165,1347270
11166,954055
11167,1347272
11168,1478348
11169,36557
11170,1085135
11171,1478355
11172,1478358
11173,1478372
11174,1347306
11175,429804
11176,1085168
11177,1478391
11178,1478392
11179,1478396
11180,1478397
11181,1478398
11182,1335907
11183,1478406
11184,1347336
11185,1085193
11186,1347338
11187,1478413
11188,954127
11189,36623
11190,1478421
11191,1216278
11192,1478423
11193,1478424
11194,1478427
11195,1478428
11196,560927
11197,1478435
11198,1478439
11199,1478448
11200,1216309
11201,1478458
11202,1478460
11203,1478462
11204,1347408
11205,1478481
11206,1347410
11207,1478482
11208,1478492
11209,1216354
11210,1478505
11211,1478506
11212,692073
11213,1347436
11214,1347444
11215,1478519
11216,1478523
11217,1478525
11218,167808
11219,1347459
11220,1478532
11221,1478533
11222,1216393
11223,1478539
11224,1347469
11225,1361986
11226,1478545
11227,1347474
11228,1478549
11229,1478550
11230,561051
11231,1478559
11232,1216419
11233,1216420
11234,1216421
11235,1216422
11236,1216423
11237,1216424
11238,1216425
11239,1478570
11240,1478566
11241,1216428
11242,1216429
11243,692139
11244,1478569
11245,1347497
11246,298931
11247,1478579
11248,1347507
11249,1478580
11250,1478583
11251,1478584
11252,1478582
11253,1478586
11254,1347515
11255,1478588
11256,1478589
11257,430014
11258,1478591
11259,1478587
11260,1085375
11261,1478594
11262,167870
11263,1478597
11264,954310
11265,1347525
11266,954309
11267,36810
11268,1347532
11269,1347533
11270,1347535
11271,1478610
11272,1478612
11273,1347542
11274,1347543
11275,1478614
11276,1347552
11277,1216486
11278,1478632
11279,1478637
11280,167919
11281,167920
11282,1478644
11283,1347576
11284,561146
11285,1347579
11286,1347580
11287,823294
11288,692224
11289,1347585
11290,1347589
11291,1478665
11292,1478667
11293,1478668
11294,1478669
11295,1216526
11296,167951
11297,1478674
11298,1347604
11299,954392
11300,1478683
11301,1478688
11302,1478703
11303,1347635
11304,1478708
11305,1347637
11306,1478711
11307,36922
11308,1478716
11309,1478720
11310,1085504
11311,1478722
11312,1347652
11313,1478727
11314,692295
11315,1347658
11316,1478732
11317,1478740
11318,1478742
11319,1478744
11320,1478750
11321,1347679
11322,692327
11323,1216621
11324,1216623
11325,1347696
11326,1216632
11327,1478776
11328,1347710
11329,1216640
11330,1478787
11331,1347720
11332,561290
11333,1347727
11334,1216661
11335,1347738
11336,37020
11337,1347740
11338,299164
11339,1478815
11340,1478823
11341,1347753
11342,430254
11343,1478832
11344,1478835
11345,1478843
11346,1478850
11347,692420
11348,299210
11349,1478860
11350,1478869
11351,1347798
11352,1347799
11353,1347800
11354,1347801
11355,1478871
11356,1478875
11357,1085653
11358,1478870
11359,1347797
11360,1347802
11361,1347815
11362,1478892
11363,1478894
11364,1347823
11365,1347824
11366,1347825
11367,1347828
11368,1478901
11369,430328
11370,1478912
11371,1478915
11372,168195
11373,1478918
11374,1347848
11375,1478921
11376,1478922
11377,1347851
11378,1347852
11379,1478928
11380,168212
11381,1347861
11382,823573
11383,1347863
11384,1478937
11385,561435
11386,1478940
11387,1216796
11388,1478941
11389,1478944
11390,1347872
11391,1347873
11392,1478946
11393,1347877
11394,1216810
11395,1347887
11396,1347888
11397,1216815
11398,1347894
11399,1478970
11400,1478974
11401,1216830
11402,1478980
11403,1216843
11404,1216844
11405,1478995
11406,1347925
11407,1478999
11408,1216857
11409,1479008
11410,1479010
11411,1479013
11412,1479015
11413,1479018
11414,1479021
11415,1479022
11416,1479033
11417,1479034
11418,1479035
11419,1479036
11420,1347964
11421,1479038
11422,1479039
11423,1216897
11424,1479042
11425,1216898
11426,1479044
11427,561542
11428,1479051
11429,299405
11430,1479057
11431,1347986
11432,1479067
11433,1348000
11434,1479073
11435,1479076
11436,1348005
11437,168365
11438,561586
11439,1479094
11440,1348022
11441,1348030
11442,37313
11443,1348034
11444,1479109
11445,1348038
11446,1348039
11447,1479112
11448,1479114
11449,1348042
11450,1479121
11451,1348052
11452,692692
11453,1479128
11454,1479130
11455,1479132
11456,1348064
11457,1216995
11458,692715
11459,37365
11460,1348087
11461,1479173
11462,1479175
11463,1217049
11464,1479194
11465,1479201
11466,299558
11467,1348136
11468,1479209
11469,1479210
11470,1217069
11471,1479215
11472,954928
11473,1348145
11474,168497
11475,1348147
11476,1217086
11477,954943
11478,1479234
11479,1479235
11480,1479236
11481,1348165
11482,430661
11483,1479239
11484,1479240
11485,1479241
11486,823883
11487,561740
11488,1348173
11489,1479246
11490,1479245
11491,168527
11492,1348177
11493,1479250
11494,1479251
11495,1479253
11496,1479256
11497,1479257
11498,430687
11499,1479275
11500,430703
11501,1348214
11502,1479288
11503,1348223
11504,1217152
11505,1479304
11506,1217162
11507,1479309
11508,1479310
11509,1479312
11510,1479313
11511,1479316
11512,430740
11513,1479318
11514,1348252
11515,1348254
11516,1348256
11517,1348258
11518,299690
11519,1348267
11520,299692
11521,1217198
11522,1348271
11523,1348272
11524,1348273
11525,561842
11526,1348275
11527,1348278
11528,561846
11529,1348280
11530,1348289
11531,1479362
11532,1217218
11533,1348293
11534,1479366
11535,955079
11536,1479368
11537,1479377
11538,1348306
11539,1348310
11540,1479385
11541,1086172
11542,1479389
11543,1479390
11544,1479392
11545,1348321
11546,1217252
11547,1479399
11548,1479400
11549,168680
11550,1217256
11551,299753
11552,955116
11553,692975
11554,1479408
11555,1348341
11556,1479418
11557,1479420
11558,955133
11559,561916
11560,1479426
11561,1479430
11562,1479432
11563,1348361
11564,1217301
11565,37654
11566,1479447
11567,37656
11568,1479449
11569,1479450
11570,1217309
11571,1348394
11572,1479478
11573,1479484
11574,693058
11575,1348419
11576,1479498
11577,1479500
11578,168783
11579,1479508
11580,693083
11581,1479516
11582,1348449
11583,1479524
11584,1479527
11585,1479532
11586,430959
11587,299891
11588,1479541
11589,37749
11590,1348469
11591,1348473
11592,824188
11593,1348477
11594,1348481
11595,562050
11596,1348485
11597,1348486
11598,1348487
11599,1348488
11600,1348489
11601,1348490
11602,1348491
11603,1348492
11604,955277
11605,1479569
11606,1479570
11607,1217438
11608,1479584
11609,1479586
11610,1479589
11611,1479591
11612,1348519
11613,1479597
11614,1348525
11615,1348530
11616,1217458
11617,1479617
11618,824262
11619,1479623
11620,168905
11621,1348558
11622,1348559
11623,1479636
11624,300002
11625,1479655
11626,1479659
11627,1348587
11628,300024
11629,1348611
11630,1348615
11631,1217544
11632,1479696
11633,1479698
11634,1479699
11635,1479701
11636,1479703
11637,1479704
11638,1479705
11639,1479706
11640,1479707
11641,562210
11642,1348643
11643,1479719
11644,693287
11645,1479721
11646,1479724
11647,300077
11648,1217590
11649,1217591
11650,1217598
11651,1479746
11652,169027
11653,1479750
11654,431176
11655,1479754
11656,1479755
11657,1479757
11658,824399
11659,1479760
11660,1348689
11661,169045
11662,1479778
11663,431204
11664,1479781
11665,1479784
11666,1479786
11667,1217643
11668,1479788
11669,1479789
11670,1479792
11671,1348723
11672,562292
11673,1479806
11674,1348737
11675,1479813
11676,1086600
11677,1479818
11678,562323
11679,1348761
11680,1348762
11681,1479836
11682,1348769
11683,1348771
11684,431274
11685,1348782
11686,1479859
11687,1479861
11688,1348800
11689,1348802
11690,1348803
11691,1348805
11692,1479880
11693,562377
11694,1479881
11695,1348810
11696,1086668
11697,1479887
11698,1348816
11699,1217748
11700,431319
11701,1479898
11702,562396
11703,1479901
11704,1217757
11705,431325
11706,1348833
11707,1348839
11708,1479912
11709,1348842
11710,1479932
11711,1479933
11712,1348863
11713,1479938
11714,1479939
11715,1348869
11716,1479945
11717,1348873
11718,1348874
11719,1348877
11720,1348886
11721,1479960
11722,1348890
11723,1348895
11724,1348896
11725,1348906
11726,1348913
11727,1479986
11728,1217841
11729,1479989
11730,1348919
11731,1479998
11732,1480006
11733,1348935
11734,562505
11735,824652
11736,1480012
11737,431438
11738,1480027
11739,1480038
11740,1217899
11741,1480044
11742,1348976
11743,1480049
11744,1480050
11745,1348981
11746,1480053
11747,1217911
11748,300410
11749,1348990
11750,1217919
11751,1480070
11752,1349000
11753,1480073
11754,1349004
11755,300430
11756,1480079
11757,169359
11758,300434
11759,1480083
11760,1480084
11761,1480089
11762,431514
11763,1480091
11764,1349024
11765,1480099
11766,1480103
11767,1480104
11768,1349033
11769,169388
11770,38317
11771,1480113
11772,1349043
11773,169397
11774,1480120
11775,1480129
11776,1480131
11777,1480132
11778,1217988
11779,169414
11780,1480137
11781,1480139
11782,1217996
11783,1480141
11784,1480142
11785,169425
11786,955857
11787,1480150
11788,1480155
11789,1480160
11790,1480161
11791,1218018
11792,1480162
11793,1086948
11794,562661
11795,1480166
11796,1480172
11797,1349100
11798,1480175
11799,1480176
11800,1480177
11801,1480178
11802,1349106
11803,1086964
11804,1480186
11805,1480195
11806,1480196
11807,1480197
11808,1480198
11809,562702
11810,38415
11811,1480207
11812,169489
11813,1480209
11814,1349139
11815,1086999
11816,1480220
11817,1480221
11818,1218078
11819,1480228
11820,38447
11821,1480242
11822,1480244
11823,431669
11824,824887
11825,1480252
11826,562750
11827,1349185
11828,1480258
11829,1480262
11830,1480263
11831,693831
11832,1349198
11833,1349204
11834,38487
11835,1480281
11836,1349210
11837,1349211
11838,431706
11839,1480287
11840,1480293
11841,1218153
11842,1218156
11843,1480302
11844,1480307
11845,1480314
11846,1480317
11847,1480319
11848,1218178
11849,1480324
11850,1480327
11851,1480329
11852,169614
11853,1480342
11854,1480346
11855,1480348
11856,562855
11857,1480364
11858,825004
11859,1480366
11860,1349295
11861,1480369
11862,1349297
11863,1480371
11864,1218227
11865,562866
11866,1349309
11867,1349315
11868,956100
11869,1480392
11870,1349320
11871,169678
11872,825039
11873,693968
11874,1480400
11875,1218257
11876,1480404
11877,1349332
11878,1349335
11879,1480414
11880,169697
11881,1349354
11882,1480430
11883,1480433
11884,562929
11885,169718
11886,1480441
11887,1480443
11888,1349375
11889,1480448
11890,1349377
11891,1480450
11892,1087233
11893,1480456
11894,1480457
11895,1480461
11896,1349389
11897,1480465
11898,1480469
11899,1480472
11900,1480476
11901,1480484
11902,1349417
11903,300843
11904,169772
11905,1349422
11906,1349423
11907,1349424
11908,1480500
11909,956213
11910,1480502
11911,1480503
11912,1480504
11913,1480505
11914,1480506
11915,1480507
11916,1480508
11917,1480509
11918,1218363
11919,1349438
11920,1349435
11921,1480513
11922,1349441
11923,300860
11924,1480518
11925,1349447
11926,1349448
11927,1480529
11928,1349459
11929,1480532
11930,1349461
11931,1480535
11932,694107
11933,1480541
11934,1480542
11935,1349474
11936,1480547
11937,1480548
11938,1480549
11939,1480550
11940,1349479
11941,1480552
11942,1480553
11943,1349481
11944,1480558
11945,694127
11946,1349489
11947,1349490
11948,1349492
11949,1349493
11950,1349494
11951,1349495
11952,1480568
11953,1480567
11954,1480566
11955,1349500
11956,956288
11957,1480577
11958,1480578
11959,1480581
11960,169866
11961,1480587
11962,1480588
11963,1480590
11964,1480592
11965,1349522
11966,1349523
11967,1480594
11968,1480595
11969,1480598
11970,1349527
11971,1349528
11972,1480605
11973,1480607
11974,1480613
11975,1480615
11976,1480616
11977,1218479
11978,1349553
11979,1218482
11980,1349555
11981,1480628
11982,1349557
11983,1480630
11984,956342
11985,1480637
11986,1480638
11987,1480639
11988,300989
11989,1480641
11990,1480643
11991,1480645
11992,1480646
11993,1480649
11994,1492663
11995,1480652
11996,825294
11997,1349587
11998,1349589
11999,956376
12000,1480665
12001,1480667
12002,1218524
12003,1087460
12004,563186
12005,1480695
12006,563206
12007,1349640
12008,1480716
12009,1480717
12010,1349646
12011,1480719
12012,1480720
12013,956433
12014,1349651
12015,1480723
12016,1480725
12017,38933
12018,956437
12019,301084
12020,1480732
12021,1480738
12022,956452
12023,1480743
12024,1349677
12025,38966
12026,1349688
12027,1349689
12028,1480762
12029,1349691
12030,1349692
12031,1480763
12032,1480764
12033,1480765
12034,1480766
12035,1480767
12036,1480768
12037,1480769
12038,1480770
12039,301119
12040,301126
12041,1087559
12042,301122
12043,1087562
12044,1480780
12045,301139
12046,1480789
12047,1480793
12048,1349722
12049,1087580
12050,1480799
12051,170083
12052,563303
12053,1480809
12054,1349742
12055,1480814
12056,1349750
12057,563322
